"row","count.x","abv","ibu","id","beer","style","brewery_id","ounces","style2","count.y","brewery","city","state","label"
"458",458,0.068,47,1279,"East India Pale Ale","English India Pale Ale (IPA)",437,16,NA,438,"Brooklyn Brewery","Brooklyn","NY","East India Pale Ale (Brooklyn Brewery)"
"459",459,0.045,NA,756,"Brooklyn Summer Ale","English Pale Mild Ale",437,12,NA,438,"Brooklyn Brewery","Brooklyn","NY","Brooklyn Summer Ale (Brooklyn Brewery)"
"460",460,0.068,47,566,"East India Pale Ale","English India Pale Ale (IPA)",437,12,NA,438,"Brooklyn Brewery","Brooklyn","NY","East India Pale Ale (Brooklyn Brewery)"
"461",461,0.045,NA,328,"Brooklyn Summer Ale (2011)","English Pale Mild Ale",437,12,NA,438,"Brooklyn Brewery","Brooklyn","NY","Brooklyn Summer Ale (2011) (Brooklyn Brewery)"
"462",462,0.052,NA,66,"Brooklyn Lager (16 oz.)","American Amber / Red Lager",437,16,NA,438,"Brooklyn Brewery","Brooklyn","NY","Brooklyn Lager (16 oz.) (Brooklyn Brewery)"
"463",463,0.052,NA,65,"Brooklyn Lager (12 oz.)","American Amber / Red Lager",437,12,NA,438,"Brooklyn Brewery","Brooklyn","NY","Brooklyn Lager (12 oz.) (Brooklyn Brewery)"
"464",464,0.08,NA,538,"Tour de Nez Belgian IPA (Current)","Belgian IPA",530,16,NA,531,"Buckbean Brewing Company","Reno","NV","Tour de Nez Belgian IPA (Current) (Buckbean Brewing Company)"
"465",465,NA,NA,504,"Roler Bock (Current)","Maibock / Helles Bock",530,16,NA,531,"Buckbean Brewing Company","Reno","NV","Roler Bock (Current) (Buckbean Brewing Company)"
"466",466,0.073,85,383,"Black Adder IBA (Current)","American Black Ale",530,16,NA,531,"Buckbean Brewing Company","Reno","NV","Black Adder IBA (Current) (Buckbean Brewing Company)"
"467",467,0.099,NA,29,"Very Noddy Lager (Current)","Schwarzbier",530,16,NA,531,"Buckbean Brewing Company","Reno","NV","Very Noddy Lager (Current) (Buckbean Brewing Company)"
"468",468,0.062,42,28,"Tule Duck Red Ale (Current)","American Amber / Red Ale",530,16,"American Amber / Red Ale",531,"Buckbean Brewing Company","Reno","NV","Tule Duck Red Ale (Current) (Buckbean Brewing Company)"
"469",469,0.0579999999999999,35,27,"Original Orange Blossom Ale (Current)","Herbed / Spiced Beer",530,16,NA,531,"Buckbean Brewing Company","Reno","NV","Original Orange Blossom Ale (Current) (Buckbean Brewing Company)"
"470",470,0.052,40,26,"Black Noddy Lager (Current)","Schwarzbier",530,16,NA,531,"Buckbean Brewing Company","Reno","NV","Black Noddy Lager (Current) (Buckbean Brewing Company)"
"471",471,0.053,NA,1627,"Cleveland Beer Week 2013","Munich Helles Lager",357,16,NA,358,"Buckeye Brewing","Cleveland","OH","Cleveland Beer Week 2013 (Buckeye Brewing)"
"472",472,0.045,NA,2552,"Painted Turtle","American Pale Ale (APA)",56,12,"American Pale Ale (APA)",57,"BuckleDown Brewing","Lyons","IL","Painted Turtle (BuckleDown Brewing)"
"473",473,0.06,40,2125,"1836","American Blonde Ale",214,12,"American Blonde Ale",215,"Buffalo Bayou Brewing Company","Houston","TX","1836 (Buffalo Bayou Brewing Company)"
"474",474,0.06,20,2124,"Summer's Wit","Witbier",214,12,NA,215,"Buffalo Bayou Brewing Company","Houston","TX","Summer's Wit (Buffalo Bayou Brewing Company)"
"475",475,0.09,118,2123,"More Cowbell","American Double / Imperial IPA",214,16,"American Double / Imperial IPA",215,"Buffalo Bayou Brewing Company","Houston","TX","More Cowbell (Buffalo Bayou Brewing Company)"
"476",476,0.065,NA,2608,"Wrath of Pele","American Brown Ale",24,16,NA,25,"Burn 'Em Brewing","Michigan City","IN","Wrath of Pele (Burn 'Em Brewing)"
"477",477,0.068,NA,2607,"Black Beer'd","American Black Ale",24,16,NA,25,"Burn 'Em Brewing","Michigan City","IN","Black Beer'd (Burn 'Em Brewing)"
"478",478,0.078,NA,2606,"Mr. Tea","Fruit / Vegetable Beer",24,24,NA,25,"Burn 'Em Brewing","Michigan City","IN","Mr. Tea (Burn 'Em Brewing)"
"479",479,0.055,40,2478,"Pale Alement","American Pale Ale (APA)",24,12,"American Pale Ale (APA)",25,"Burn 'Em Brewing","Michigan City","IN","Pale Alement (Burn 'Em Brewing)"
"480",480,0.099,115,2471,"Hopkick Dropkick","American Double / Imperial IPA",24,12,"American Double / Imperial IPA",25,"Burn 'Em Brewing","Michigan City","IN","Hopkick Dropkick (Burn 'Em Brewing)"
"481",481,0.06,NA,2470,"Kreamed Corn","Cream Ale",24,12,NA,25,"Burn 'Em Brewing","Michigan City","IN","Kreamed Corn (Burn 'Em Brewing)"
"482",482,0.065,NA,2464,"Coconoats","American Pale Wheat Ale",24,16,"American Pale Wheat Ale",25,"Burn 'Em Brewing","Michigan City","IN","Coconoats (Burn 'Em Brewing)"
"483",483,0.068,16,2160,"Joey Wheat","American Pale Wheat Ale",24,16,"American Pale Wheat Ale",25,"Burn 'Em Brewing","Michigan City","IN","Joey Wheat (Burn 'Em Brewing)"
"484",484,0.072,86,2158,"3:33 Black IPA","American IPA",24,16,"American IPA",25,"Burn 'Em Brewing","Michigan City","IN","3:33 Black IPA (Burn 'Em Brewing)"
"485",485,0.068,NA,2072,"MCA","American IPA",24,16,"American IPA",25,"Burn 'Em Brewing","Michigan City","IN","MCA (Burn 'Em Brewing)"
"486",486,0.055,40,2054,"Pale Alement","American Pale Ale (APA)",24,16,"American Pale Ale (APA)",25,"Burn 'Em Brewing","Michigan City","IN","Pale Alement (Burn 'Em Brewing)"
"487",487,0.05,14,2196,"Couch Select Lager","American Pale Lager",197,12,NA,198,"Burnside Brewing Co.","Portland","OR","Couch Select Lager (Burnside Brewing Co.)"
"488",488,0.0559999999999999,36,668,"Mucho Aloha Hawaiian Pale Ale","American Pale Ale (APA)",517,12,"American Pale Ale (APA)",518,"Butcher's Brewing","Carlsbad","CA","Mucho Aloha Hawaiian Pale Ale (Butcher's Brewing)"
"489",489,0.049,NA,52,"Heinnieweisse Weissebier","Hefeweizen",556,12,NA,557,"Butternuts Beer and Ale","Garrattsville","NY","Heinnieweisse Weissebier (Butternuts Beer and Ale)"
"490",490,0.068,NA,51,"Snapperhead IPA","American IPA",556,12,"American IPA",557,"Butternuts Beer and Ale","Garrattsville","NY","Snapperhead IPA (Butternuts Beer and Ale)"
"491",491,0.049,NA,50,"Moo Thunder Stout","Milk / Sweet Stout",556,12,NA,557,"Butternuts Beer and Ale","Garrattsville","NY","Moo Thunder Stout (Butternuts Beer and Ale)"
"492",492,0.043,NA,49,"Porkslap Pale Ale","American Pale Ale (APA)",556,12,"American Pale Ale (APA)",557,"Butternuts Beer and Ale","Garrattsville","NY","Porkslap Pale Ale (Butternuts Beer and Ale)"
"493",493,0.093,NA,2657,"Blackbeard","American Double / Imperial Stout",5,12,NA,6,"COAST Brewing Company","Charleston","SC","Blackbeard (COAST Brewing Company)"
"494",494,0.062,NA,2656,"Rye Knot","American Brown Ale",5,12,NA,6,"COAST Brewing Company","Charleston","SC","Rye Knot (COAST Brewing Company)"
"495",495,0.06,NA,2655,"Dead Arm","American Pale Ale (APA)",5,12,"American Pale Ale (APA)",6,"COAST Brewing Company","Charleston","SC","Dead Arm (COAST Brewing Company)"
"496",496,0.048,NA,2654,"32Â°/50Â° KÃ¶lsch","KÃ¶lsch",5,16,NA,6,"COAST Brewing Company","Charleston","SC","32Â°/50Â° KÃ¶lsch (COAST Brewing Company)"
"497",497,0.077,NA,2653,"HopArt","American IPA",5,16,"American IPA",6,"COAST Brewing Company","Charleston","SC","HopArt (COAST Brewing Company)"
"498",498,0.0969999999999999,NA,2652,"Boy King","American Double / Imperial IPA",5,16,"American Double / Imperial IPA",6,"COAST Brewing Company","Charleston","SC","Boy King (COAST Brewing Company)"
"499",499,0.052,NA,2252,"Gran Sport","American Porter",182,16,NA,183,"COOP Ale Works","Oklahoma City","OK","Gran Sport (COOP Ale Works)"
"500",500,0.053,25,2214,"Horny Toad Cerveza","American Blonde Ale",182,16,"American Blonde Ale",183,"COOP Ale Works","Oklahoma City","OK","Horny Toad Cerveza (COOP Ale Works)"
